"","featNum1","featNum2","featNum3","featNum4","featNum5","featNum6","featNum7","featNum8","featNum9","featNum10","featNum11","featNum12","featNum13","featNum14","featNum15"
"acc1",0.717948717948718,0.794871794871795,0.871794871794872,0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.846153846153846,0.794871794871795,0.871794871794872,0.692307692307692,0.794871794871795,0.846153846153846,0.794871794871795
"acc2",0.794871794871795,0.846153846153846,0.794871794871795,0.846153846153846,0.769230769230769,0.871794871794872,0.846153846153846,0.846153846153846,0.769230769230769,0.871794871794872,0.717948717948718,0.82051282051282,0.82051282051282,0.794871794871795,0.743589743589744
"acc3",0.743589743589744,0.794871794871795,0.846153846153846,0.769230769230769,0.871794871794872,0.846153846153846,0.82051282051282,0.769230769230769,0.871794871794872,0.717948717948718,0.769230769230769,0.82051282051282,0.794871794871795,0.769230769230769,0.769230769230769
"acc4",0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.82051282051282,0.743589743589744,0.871794871794872,0.717948717948718,0.769230769230769,0.82051282051282,0.743589743589744,0.794871794871795,0.794871794871795,0.769230769230769
"acc5",0.769230769230769,0.769230769230769,0.846153846153846,0.846153846153846,0.82051282051282,0.769230769230769,0.871794871794872,0.692307692307692,0.82051282051282,0.846153846153846,0.82051282051282,0.794871794871795,0.794871794871795,0.794871794871795,0.846153846153846
"acc6",0.794871794871795,0.82051282051282,0.82051282051282,0.82051282051282,0.769230769230769,0.846153846153846,0.692307692307692,0.846153846153846,0.846153846153846,0.794871794871795,0.82051282051282,0.794871794871795,0.794871794871795,0.82051282051282,0.692307692307692
"acc7",0.794871794871795,0.82051282051282,0.82051282051282,0.769230769230769,0.846153846153846,0.743589743589744,0.846153846153846,0.871794871794872,0.794871794871795,0.871794871794872,0.794871794871795,0.82051282051282,0.846153846153846,0.717948717948718,0.794871794871795
"acc8",0.564102564102564,0.82051282051282,0.769230769230769,0.846153846153846,0.743589743589744,0.871794871794872,0.871794871794872,0.794871794871795,0.82051282051282,0.794871794871795,0.82051282051282,0.846153846153846,0.717948717948718,0.82051282051282,0.743589743589744
"acc9",0.82051282051282,0.743589743589744,0.846153846153846,0.743589743589744,0.846153846153846,0.846153846153846,0.82051282051282,0.82051282051282,0.794871794871795,0.794871794871795,0.897435897435897,0.769230769230769,0.82051282051282,0.743589743589744,0.743589743589744
"acc10",0.743589743589744,0.846153846153846,0.769230769230769,0.871794871794872,0.846153846153846,0.794871794871795,0.82051282051282,0.794871794871795,0.82051282051282,0.897435897435897,0.769230769230769,0.82051282051282,0.769230769230769,0.717948717948718,0.897435897435897
"acc11",0.897435897435897,0.743589743589744,0.871794871794872,0.871794871794872,0.82051282051282,0.794871794871795,0.794871794871795,0.82051282051282,0.871794871794872,0.769230769230769,0.82051282051282,0.769230769230769,0.717948717948718,0.897435897435897,0.769230769230769
"acc12",0.692307692307692,0.897435897435897,0.871794871794872,0.846153846153846,0.769230769230769,0.794871794871795,0.82051282051282,0.923076923076923,0.717948717948718,0.846153846153846,0.717948717948718,0.717948717948718,0.897435897435897,0.769230769230769,0.846153846153846
"acc13",0.897435897435897,0.743589743589744,0.846153846153846,0.769230769230769,0.82051282051282,0.82051282051282,0.923076923076923,0.717948717948718,0.82051282051282,0.743589743589744,0.743589743589744,0.923076923076923,0.769230769230769,0.82051282051282,0.794871794871795
"acc14",0.692307692307692,0.846153846153846,0.794871794871795,0.794871794871795,0.846153846153846,0.923076923076923,0.717948717948718,0.82051282051282,0.82051282051282,0.743589743589744,0.897435897435897,0.769230769230769,0.769230769230769,0.769230769230769,0.794871794871795
"acc15",0.846153846153846,0.82051282051282,0.82051282051282,0.846153846153846,0.923076923076923,0.717948717948718,0.82051282051282,0.82051282051282,0.769230769230769,0.871794871794872,0.769230769230769,0.82051282051282,0.82051282051282,0.82051282051282,0.769230769230769
"acc16",0.769230769230769,0.82051282051282,0.82051282051282,0.923076923076923,0.717948717948718,0.82051282051282,0.82051282051282,0.769230769230769,0.871794871794872,0.743589743589744,0.794871794871795,0.846153846153846,0.82051282051282,0.769230769230769,0.871794871794872
"acc17",0.769230769230769,0.846153846153846,0.897435897435897,0.743589743589744,0.82051282051282,0.846153846153846,0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.82051282051282,0.769230769230769,0.871794871794872,0.717948717948718
"acc18",0.871794871794872,0.846153846153846,0.717948717948718,0.82051282051282,0.82051282051282,0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.846153846153846,0.769230769230769,0.871794871794872,0.717948717948718,0.794871794871795
"acc19",0.794871794871795,0.743589743589744,0.82051282051282,0.82051282051282,0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.846153846153846,0.794871794871795,0.871794871794872,0.717948717948718,0.794871794871795,0.743589743589744
"acc20",0.743589743589744,0.794871794871795,0.871794871794872,0.769230769230769,0.846153846153846,0.769230769230769,0.846153846153846,0.846153846153846,0.846153846153846,0.794871794871795,0.871794871794872,0.692307692307692,0.794871794871795,0.846153846153846,0.794871794871795
"acc_mean",0.774358974358974,0.81025641025641,0.824358974358974,0.816666666666667,0.817948717948718,0.814102564102564,0.815384615384615,0.816666666666667,0.814102564102564,0.81025641025641,0.81025641025641,0.796153846153846,0.794871794871795,0.794871794871795,0.784615384615385
